run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,GdpDev.UnempRate,Inflation.UnempRate
802,-1859140832,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,1,0.05,-0.01
739,-1858791583,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,1.5,0.05,0.17
761,-1858892960,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,0.5,0.04,-0.34
804,-1859122768,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,2,0.07,-0.4
806,-1859130821,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,1,0.06,0.3
807,-1859130225,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,1.5,0.11,-0.18
808,-1859128763,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,2,0.06,0.28
745,-1858776658,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,0.5,0.06,-0.2
767,-1858878294,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,1.5,0.07,-0.3
810,-1859111016,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,1,0.03,-0.05
812,-1859115760,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,2,0.09,0.28
813,-1859116006,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,0.5,0.06,-0.42
814,-1859114928,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,1,0.06,-0.33
751,-1858759612,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,1.5,0.06,0.24
773,-1858863786,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,0.5,0.05,-0.26
816,-1859097497,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,2,0.04,0.03
818,-1859101689,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,1,0.06,-0.4
819,-1859101782,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,1.5,0.05,0.06
820,-1859102801,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,2,0.05,0.27
757,-1858739693,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,0.5,0.06,0.23
779,-1858851137,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,1.5,0.03,-0.36
822,-1859084146,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,1,0.03,-0.32
824,-1859088921,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,2,0.05,-0.4
825,-1859089197,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,0.5,0.05,-0.09
826,-1859089135,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,1,0.04,0.25
763,-1858723749,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,1.5,0.05,0.19
785,-1858832978,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,0.5,0.08,0.18
828,-1859070706,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,2,0.08,0.61
830,-1859076662,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,1,0.06,-0.23
831,-1859077809,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,1.5,0.06,-0.36
832,-1859077617,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,2,0.06,0.06
769,-1858705212,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,0.5,0.06,-0.39
791,-1858818196,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,1.5,0.04,-0.41
834,-1859058093,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,1,0.06,-0.33
836,-1859062467,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,2,0.05,-0.41
837,-1859064227,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,0.5,0.06,0.15
838,-1859064429,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,1,0.06,-0.33
775,-1858687206,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,1.5,0.07,-0.24
797,-1858800002,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,0.5,0.06,0.18
840,-1859045398,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,2,0.08,0.08
842,-1859049403,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,1,0.07,0.02
843,-1859049774,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,1.5,0.07,0.06
844,-1859050554,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,2,0.07,-0.04
781,-1858668302,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,0.5,0.02,0.27
803,-1858783522,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,1.5,0.06,0.26
846,-1859033644,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,1,0.05,0.1
848,-1859037448,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,2,0.03,-0.07
849,-1859036730,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,0.5,0.04,-0.06
850,-1859040852,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,1,0.06,-0.22
787,-1858648925,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,1.5,0.07,0.19
809,-1858765998,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,0.5,0.04,-0.37
852,-1859020984,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,2,0.07,-0.33
854,-1859024086,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,1,0.07,-0.03
855,-1859021839,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,1.5,0.08,-0.27
856,-1859028060,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,2,0.06,-0.48
793,-1858632463,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,0.5,0.03,-0.25
815,-1858750727,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,1.5,0.05,-0.19
858,-1859009633,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.07,1,0.05,-0.41
860,-1859012142,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.07,2,0.05,-0.33
861,-1859008404,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.1,0.5,0.05,-0.36
862,-1859015044,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.1,1,0.07,0.11
799,-1858615738,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,1.5,0.07,-0.32
821,-1858734872,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,0.5,0.05,-0.07
864,-1858996703,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.1,2,0.05,0.22
866,-1859000558,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.01,1,0.05,-0.41
867,-1858997319,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.01,1.5,0.06,0.23
868,-1859001844,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.01,2,0.06,-0.28
805,-1858597974,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,0.5,0.04,0.03
827,-1858718849,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,1.5,0.07,0.08
870,-1858982031,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.04,1,0.07,0.23
872,-1858987881,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.04,2,0.07,-0.1
873,-1858983949,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.07,0.5,0.07,-0.25
874,-1858988237,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.07,1,0.06,0
811,-1858577271,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,1.5,0.06,-0.05
833,-1858706060,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,0.5,0.05,-0.09
876,-1858967852,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.07,2,0.04,-0.31
878,-1858978131,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.1,1,0.06,0.24
879,-1858971597,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.1,1.5,0.06,0.24
880,-1858973573,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.1,2,0.06,-0.37
817,-1858560994,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,0.5,0.18,0.1
839,-1858689585,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,1.5,0.06,-0.5
882,-1858953994,0.1,0.1,0.5,0.1,6,1,0.4,1,0.01,1,0.03,0.1
884,-1858965494,0.1,0.1,0.5,0.1,6,1,0.4,1,0.01,2,0.08,-0.45
885,-1858961308,0.1,0.1,0.5,0.1,6,1,0.4,1,0.04,0.5,0.07,-0.35
886,-1858961668,0.1,0.1,0.5,0.1,6,1,0.4,1,0.04,1,0.07,-0.39
823,-1858543540,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,1.5,0.07,0.28
845,-1858674813,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,0.5,0.05,0.06
888,-1858940811,0.1,0.1,0.5,0.1,6,1,0.4,1,0.04,2,0.06,0.21
890,-1858952031,0.1,0.1,0.5,0.1,6,1,0.4,1,0.07,1,0.03,-0.16
891,-1858947340,0.1,0.1,0.5,0.1,6,1,0.4,1,0.07,1.5,0.06,-0.31
892,-1858949387,0.1,0.1,0.5,0.1,6,1,0.4,1,0.07,2,0.05,-0.26
829,-1858523120,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,0.5,0.04,-0.31
851,-1858658538,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,1.5,0.08,0.2
894,-1858930281,0.1,0.1,0.5,0.1,6,1,0.4,1,0.1,1,0.04,-0.5
896,-1858940089,0.1,0.1,0.5,0.1,6,1,0.4,1,0.1,2,0.07,0.05
897,-1858934350,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.01,0.5,0.1,-0.25
898,-1858936885,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.01,1,0.08,0.19
835,-1858506693,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,1.5,0.07,-0.33
857,-1858641725,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.07,0.5,0.05,0.28
900,-1858918365,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.01,2,0.07,-0.3
902,-1858928115,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.04,1,0.06,-0.43
903,-1858922703,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.04,1.5,0.06,0.13
904,-1858923625,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.04,2,0.05,0.01
841,-1858491663,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,0.5,0.07,-0.18
863,-1858625887,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.1,1.5,0.07,-0.35
906,-1858907497,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.07,1,0.08,-0.33
908,-1858915027,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.07,2,0.06,-0.43
909,-1858911107,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.1,0.5,0.05,0.09
910,-1858910608,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.1,1,0.04,0.22
847,-1858474776,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,1.5,0.07,0.09
869,-1858610242,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.04,0.5,0.06,0.13
912,-1858896086,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.1,2,0.07,-0.33
914,-1858900801,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.01,1,0.07,-0.34
915,-1858900020,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.01,1.5,0.07,0.16
916,-1858897453,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.01,2,0.06,-0.44
853,-1858457456,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,0.5,0.06,-0.31
875,-1858595760,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.07,1.5,0.07,-0.3
918,-1858884271,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.04,1,0.06,-0.23
920,-1858886540,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.04,2,0.05,-0.44
921,-1858886233,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.07,0.5,0.03,-0.36
922,-1858882774,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.07,1,0.06,0.23
859,-1858440702,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.07,1.5,0.08,0.24
881,-1858577691,0.1,0.1,0.5,0.1,6,1,0.4,1,0.01,0.5,0.05,-0.42
924,-1858870443,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.07,2,0.08,-0.52
926,-1858871725,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.1,1,0.02,-0.01
927,-1858871048,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.1,1.5,0.06,0.15
928,-1858867926,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.1,2,0.06,-0.29
865,-1858425078,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.01,0.5,0.06,0.12
887,-1858561076,0.1,0.1,0.5,0.1,6,1,0.4,1,0.04,1.5,0.06,-0.31
930,-1858856357,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.01,1,0.07,-0.39
932,-1858858641,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.01,2,0.08,0.18
933,-1858858161,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.04,0.5,0.05,-0.23
934,-1858855596,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.04,1,0.07,0.21
871,-1858406575,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.04,1.5,0.06,0.25
893,-1858545827,0.1,0.1,0.5,0.1,6,1,0.4,1,0.1,0.5,0.04,-0.32
936,-1858843265,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.04,2,0.05,-0.31
938,-1858846392,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.07,1,0.05,0.25
939,-1858845871,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.07,1.5,0.05,0.07
940,-1858842480,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.07,2,0.06,-0.23
877,-1858390925,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.1,0.5,0.03,0.26
899,-1858527428,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.01,1.5,0.08,-0.27
942,-1858829181,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.1,1,0.03,-0.24
944,-1858832749,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.1,2,0.06,-0.14
945,-1858832551,0.1,0.1,0.5,0.1,6,1,0.7,1,0.01,0.5,0.22,-0.17
946,-1858827111,0.1,0.1,0.5,0.1,6,1,0.7,1,0.01,1,0.11,-0.24
883,-1858372452,0.1,0.1,0.5,0.1,6,1,0.4,1,0.01,1.5,0.07,-0.03
905,-1858509908,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.07,0.5,0.06,-0.29
948,-1858815138,0.1,0.1,0.5,0.1,6,1,0.7,1,0.01,2,0.07,0.18
950,-1858819417,0.1,0.1,0.5,0.1,6,1,0.7,1,0.04,1,0.04,0.01
951,-1858820630,0.1,0.1,0.5,0.1,6,1,0.7,1,0.04,1.5,0.09,0.12
952,-1858813017,0.1,0.1,0.5,0.1,6,1,0.7,1,0.04,2,0.07,-0.27
889,-1858353990,0.1,0.1,0.5,0.1,6,1,0.4,1,0.07,0.5,0.07,-0.29
911,-1858493522,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.1,1.5,0.06,-0.28
954,-1858800514,0.1,0.1,0.5,0.1,6,1,0.7,1,0.07,1,0.05,0.25
956,-1858804370,0.1,0.1,0.5,0.1,6,1,0.7,1,0.07,2,0.05,0.18
957,-1858808858,0.1,0.1,0.5,0.1,6,1,0.7,1,0.1,0.5,0.04,0.08
958,-1858800830,0.1,0.1,0.5,0.1,6,1,0.7,1,0.1,1,0.04,0.21
895,-1858335767,0.1,0.1,0.5,0.1,6,1,0.4,1,0.1,1.5,0.09,-0.33
917,-1858478952,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.04,0.5,0.11,0.13
960,-1858786950,0.1,0.1,0.5,0.1,6,1,0.7,1,0.1,2,0.07,-0.29
962,-1858791325,0.1,0.1,0.5,0.1,6,1,1,0.1,0.01,1,0.08,-0.27
963,-1858796503,0.1,0.1,0.5,0.1,6,1,1,0.1,0.01,1.5,0.07,0.25
964,-1858787763,0.1,0.1,0.5,0.1,6,1,1,0.1,0.01,2,0.07,0.17
901,-1858319569,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.04,0.5,0.13,-0.03
923,-1858462073,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.07,1.5,0.07,0.17
966,-1858770514,0.1,0.1,0.5,0.1,6,1,1,0.1,0.04,1,0.06,0.14
968,-1858778663,0.1,0.1,0.5,0.1,6,1,1,0.1,0.04,2,0.06,0.19
969,-1858783009,0.1,0.1,0.5,0.1,6,1,1,0.1,0.07,0.5,0.05,0.03
970,-1858774322,0.1,0.1,0.5,0.1,6,1,1,0.1,0.07,1,0.06,0.06
907,-1858303125,0.1,0.1,0.5,0.1,6,1,0.7,0.1,0.07,1.5,0.09,0.19
929,-1858446565,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.01,0.5,0.06,-0.44
972,-1858754444,0.1,0.1,0.5,0.1,6,1,1,0.1,0.07,2,0.07,-0.47
974,-1858764986,0.1,0.1,0.5,0.1,6,1,1,0.1,0.1,1,0.03,0.43
975,-1858771913,0.1,0.1,0.5,0.1,6,1,1,0.1,0.1,1.5,0.07,0.07
976,-1858760573,0.1,0.1,0.5,0.1,6,1,1,0.1,0.1,2,0.05,-0.14
913,-1858285030,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.01,0.5,0.05,-0.41
935,-1858430546,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.04,1.5,0.05,-0.3
978,-1858736493,0.1,0.1,0.5,0.1,6,1,1,0.4,0.01,1,0.1,-0.06
980,-1858752268,0.1,0.1,0.5,0.1,6,1,1,0.4,0.01,2,0.07,-0.43
981,-1858759920,0.1,0.1,0.5,0.1,6,1,1,0.4,0.04,0.5,0.05,-0.28
982,-1858745011,0.1,0.1,0.5,0.1,6,1,1,0.4,0.04,1,0.07,0.13
919,-1858269914,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.04,1.5,0.1,-0.21
941,-1858415270,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.1,0.5,0.06,-0.42
984,-1858720831,0.1,0.1,0.5,0.1,6,1,1,0.4,0.04,2,0.07,0.19
986,-1858737553,0.1,0.1,0.5,0.1,6,1,1,0.4,0.07,1,0.06,0.14
987,-1858745874,0.1,0.1,0.5,0.1,6,1,1,0.4,0.07,1.5,0.06,0.09
988,-1858733048,0.1,0.1,0.5,0.1,6,1,1,0.4,0.07,2,0.06,-0.39
925,-1858253591,0.1,0.1,0.5,0.1,6,1,0.7,0.4,0.1,0.5,0.05,-0.23
947,-1858398501,0.1,0.1,0.5,0.1,6,1,0.7,1,0.01,1.5,0.04,0.16
990,-1858706537,0.1,0.1,0.5,0.1,6,1,1,0.4,0.1,1,0.03,0.14
992,-1858725191,0.1,0.1,0.5,0.1,6,1,1,0.4,0.1,2,0.05,0
993,-1858732300,0.1,0.1,0.5,0.1,6,1,1,0.7,0.01,0.5,0.06,-0.34
994,-1858719389,0.1,0.1,0.5,0.1,6,1,1,0.7,0.01,1,0.06,-0.14
931,-1858234680,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.01,1.5,0.07,0.01
953,-1858381999,0.1,0.1,0.5,0.1,6,1,0.7,1,0.07,0.5,0.04,-0.31
996,-1858689622,0.1,0.1,0.5,0.1,6,1,1,0.7,0.01,2,0.09,0.21
998,-1858711880,0.1,0.1,0.5,0.1,6,1,1,0.7,0.04,1,0.09,-0.35
999,-1858718148,0.1,0.1,0.5,0.1,6,1,1,0.7,0.04,1.5,0.08,-0.38
1000,-1858705572,0.1,0.1,0.5,0.1,6,1,1,0.7,0.04,2,0.06,-0.29
937,-1858217238,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.07,0.5,0.04,-0.18
959,-1858367303,0.1,0.1,0.5,0.1,6,1,0.7,1,0.1,1.5,0.06,-0.37
1002,-1858675534,0.1,0.1,0.5,0.1,6,1,1,0.7,0.07,1,0.04,0.18
1004,-1858696199,0.1,0.1,0.5,0.1,6,1,1,0.7,0.07,2,0.08,-0.42
1005,-1858706500,0.1,0.1,0.5,0.1,6,1,1,0.7,0.1,0.5,0.03,0.03
1006,-1858689713,0.1,0.1,0.5,0.1,6,1,1,0.7,0.1,1,0.08,-0.33
943,-1858198662,0.1,0.1,0.5,0.1,6,1,0.7,0.7,0.1,1.5,0.05,-0.3
965,-1858351229,0.1,0.1,0.5,0.1,6,1,1,0.1,0.04,0.5,0.08,-0.28
1008,-1858659883,0.1,0.1,0.5,0.1,6,1,1,0.7,0.1,2,0.05,-0.45
1010,-1858683404,0.1,0.1,0.5,0.1,6,1,1,1,0.01,1,0.05,-0.23
1011,-1858691073,0.1,0.1,0.5,0.1,6,1,1,1,0.01,1.5,0.06,-0.07
1012,-1858677994,0.1,0.1,0.5,0.1,6,1,1,1,0.01,2,0.07,0.2
949,-1858182755,0.1,0.1,0.5,0.1,6,1,0.7,1,0.04,0.5,0.09,-0.15
971,-1858335150,0.1,0.1,0.5,0.1,6,1,1,0.1,0.07,1.5,0.07,0.03
1014,-1858642943,0.1,0.1,0.5,0.1,6,1,1,1,0.04,1,0.06,0.21
1016,-1858669119,0.1,0.1,0.5,0.1,6,1,1,1,0.04,2,0.05,0.14
1017,-1858678268,0.1,0.1,0.5,0.1,6,1,1,1,0.07,0.5,0.08,-0.14
1018,-1858668674,0.1,0.1,0.5,0.1,6,1,1,1,0.07,1,0.09,-0.3
955,-1858165735,0.1,0.1,0.5,0.1,6,1,0.7,1,0.07,1.5,0.1,-0.44
977,-1858318263,0.1,0.1,0.5,0.1,6,1,1,0.4,0.01,0.5,0.03,0
1020,-1858627074,0.1,0.1,0.5,0.1,6,1,1,1,0.07,2,0.06,0.36
1022,-1858656506,0.1,0.1,0.5,0.1,6,1,1,1,0.1,1,0.06,-0.33
1023,-1858665812,0.1,0.1,0.5,0.1,6,1,1,1,0.1,1.5,0.05,-0.44
1024,-1858657136,0.1,0.1,0.5,0.1,6,1,1,1,0.1,2,0.08,-0.39
961,-1858147191,0.1,0.1,0.5,0.1,6,1,1,0.1,0.01,0.5,0.07,-0.28
983,-1858302384,0.1,0.1,0.5,0.1,6,1,1,0.4,0.04,1.5,0.06,-0.01
1026,-1858608522,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.01,1,0.02,-0.45
1028,-1858641892,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.01,2,0.06,-0.41
1029,-1858653220,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.04,0.5,0.05,0.3
1030,-1858643404,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.04,1,0.03,-0.33
967,-1858133190,0.1,0.1,0.5,0.1,6,1,1,0.1,0.04,1.5,0.06,-0.44
989,-1858284537,0.1,0.1,0.5,0.1,6,1,1,0.4,0.1,0.5,0.05,-0.31
1032,-1858592128,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.04,2,0.07,0.6
1034,-1858628767,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.07,1,0.04,0.2
1035,-1858638056,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.07,1.5,0.04,0.32
1036,-1858630320,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.07,2,0.04,-0.4
973,-1858113420,0.1,0.1,0.5,0.1,6,1,1,0.1,0.1,0.5,0.07,-0.41
995,-1858269760,0.1,0.1,0.5,0.1,6,1,1,0.7,0.01,1.5,0.06,-0.21
1038,-1858574455,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.1,1,0.06,0.29
1040,-1858614744,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.1,2,0.04,-0.47
1041,-1858623714,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.01,0.5,0.05,0.1
1042,-1858618785,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.01,1,0.04,-0.37
979,-1858094724,0.1,0.1,0.5,0.1,6,1,1,0.4,0.01,1.5,0.05,-0.14
1001,-1858252525,0.1,0.1,0.5,0.1,6,1,1,0.7,0.07,0.5,0.05,0.19
1044,-1858558314,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.01,2,0.05,-0.35
1046,-1858598652,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.04,1,0.04,0.05
1047,-1858608797,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.04,1.5,0.04,-0.28
1048,-1858605264,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.04,2,0.05,-0.41
985,-1858077821,0.1,0.1,0.5,0.1,6,1,1,0.4,0.07,0.5,0.07,-0.32
1007,-1858235998,0.1,0.1,0.5,0.1,6,1,1,0.7,0.1,1.5,0.07,-0.1
1050,-1858542009,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.07,1,0.05,-0.42
1052,-1858585644,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.07,2,0.07,0.07
1053,-1858594500,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.1,0.5,0.03,0.13
1054,-1858592648,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.1,1,0.05,-0.39
991,-1858060451,0.1,0.1,0.5,0.1,6,1,1,0.4,0.1,1.5,0.06,-0.27
1013,-1858220799,0.1,0.1,0.5,0.1,6,1,1,1,0.04,0.5,0.09,-0.23
1056,-1858524597,0.1,0.1,0.5,0.1,12,0.1,0.1,0.4,0.1,2,0.07,-0.43
1058,-1858569568,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.01,1,0.04,0.34
1059,-1858583622,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.01,1.5,0.06,0.34
1060,-1858577088,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.01,2,0.03,0.11
997,-1858044950,0.1,0.1,0.5,0.1,6,1,1,0.7,0.04,0.5,0.05,-0.34
1019,-1858203638,0.1,0.1,0.5,0.1,6,1,1,1,0.07,1.5,0.08,0.24
1062,-1858507120,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.04,1,0.03,-0.41
1064,-1858556727,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.04,2,0.05,-0.46
1065,-1858568285,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.07,0.5,0.02,0.28
1066,-1858562849,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.07,1,0.03,0.27
1003,-1858028256,0.1,0.1,0.5,0.1,6,1,1,0.7,0.07,1.5,0.06,-0.14
1025,-1858186457,0.1,0.1,0.5,0.1,12,0.1,0.1,0.1,0.01,0.5,0.1,0.05
1068,-1858490425,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.07,2,0.08,0.09
1070,-1858543639,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.1,1,0.05,0.34
1071,-1858554421,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.1,1.5,0.06,0.35
1072,-1858548098,0.1,0.1,0.5,0.1,12,0.1,0.1,0.7,0.1,2,0.08,0.24
