run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,GdpGrowth.UnempRate
590,-1859604419,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,1,0.51
591,-1859600119,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,1.5,0.49
592,-1859605611,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,2,0.38
529,-1859382669,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.01,0.5,0.43
551,-1859432290,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.04,1.5,0.35
594,-1859579253,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,1,0.44
596,-1859593079,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,2,0.47
597,-1859587793,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,0.5,0.47
598,-1859591953,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,1,0.44
535,-1859366470,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.04,1.5,0.47
557,-1859416944,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,0.5,0.44
600,-1859565218,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,2,0.44
602,-1859579865,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,1,0.36
603,-1859574796,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,1.5,0.36
604,-1859579483,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,2,0.47
541,-1859349674,0.1,0.1,0.5,0.1,6,0.7,0.1,0.4,0.1,0.5,0.43
563,-1859399672,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.01,1.5,0.43
606,-1859550843,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,1,0.38
608,-1859565983,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,2,0.5
609,-1859562076,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,0.5,0.45
610,-1859565850,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,1,0.39
547,-1859333584,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.01,1.5,0.47
569,-1859386036,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,0.5,0.48
612,-1859537866,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,2,0.53
614,-1859553993,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,1,0.47
615,-1859550076,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,1.5,0.39
616,-1859551255,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,2,0.44
553,-1859317484,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.07,0.5,0.47
575,-1859368463,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.1,1.5,0.41
618,-1859524124,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,1,0.42
620,-1859540356,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,2,0.38
621,-1859538091,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,0.5,0.34
622,-1859538061,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,1,0.47
559,-1859301414,0.1,0.1,0.5,0.1,6,0.7,0.1,0.7,0.1,1.5,0.39
581,-1859351302,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,0.5,0.43
624,-1859512553,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,2,0.44
626,-1859529055,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,1,0.51
627,-1859524026,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,1.5,0.49
628,-1859524689,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,2,0.44
565,-1859282684,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.04,0.5,0.45
587,-1859338019,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.07,1.5,0.43
630,-1859500998,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,1,0.39
632,-1859515079,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,2,0.47
633,-1859510269,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,0.5,0.39
634,-1859511282,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,1,0.44
571,-1859262234,0.1,0.1,0.5,0.1,6,0.7,0.1,1,0.07,1.5,0.44
593,-1859325852,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,0.5,0.38
636,-1859486562,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,2,0.47
638,-1859503004,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,1,0.36
639,-1859497505,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,1.5,0.47
640,-1859498593,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,2,0.49
577,-1859246345,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.01,0.5,0.49
599,-1859309077,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.04,1.5,0.45
642,-1859472579,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,1,0.54
644,-1859488120,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,2,0.46
645,-1859482988,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,0.5,0.39
646,-1859484611,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,1,0.48
583,-1859228518,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.04,1.5,0.46
605,-1859295713,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,0.5,0.41
648,-1859458966,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,2,0.53
650,-1859475143,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,1,0.38
651,-1859471019,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,1.5,0.53
652,-1859471392,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,2,0.48
589,-1859211948,0.1,0.1,0.5,0.1,6,0.7,0.4,0.1,0.1,0.5,0.32
611,-1859281954,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.01,1.5,0.5
654,-1859445617,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,1,0.34
656,-1859460487,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,2,0.5
657,-1859457224,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,0.5,0.55
658,-1859457025,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,1,0.48
595,-1859195489,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.01,1.5,0.47
617,-1859265851,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,0.5,0.38
660,-1859434127,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,2,0.45
662,-1859446398,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,1,0.39
663,-1859443542,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,1.5,0.48
664,-1859447551,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,2,0.48
601,-1859179834,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.07,0.5,0.39
623,-1859247944,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.1,1.5,0.5
666,-1859422338,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,1,0.44
668,-1859432445,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,2,0.46
669,-1859430478,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,0.5,0.43
670,-1859434657,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,1,0.46
607,-1859163151,0.1,0.1,0.5,0.1,6,0.7,0.4,0.4,0.1,1.5,0.44
629,-1859231607,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,0.5,0.4
672,-1859408769,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,2,0.5
674,-1859419370,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,1,0.42
675,-1859418712,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,1.5,0.63
676,-1859420297,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,2,0.46
613,-1859146034,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.04,0.5,0.48
635,-1859213793,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.07,1.5,0.5
678,-1859395909,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,1,0.41
680,-1859406515,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,2,0.49
681,-1859406418,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,0.5,0.5
682,-1859408979,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,1,0.37
619,-1859128416,0.1,0.1,0.5,0.1,6,0.7,0.4,0.7,0.07,1.5,0.48
641,-1859196397,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,0.5,0.39
684,-1859380698,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,2,0.45
686,-1859394354,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,1,0.43
687,-1859391304,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,1.5,0.36
688,-1859397073,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,2,0.5
625,-1859112579,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.01,0.5,0.48
647,-1859181987,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.04,1.5,0.5
690,-1859367065,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,1,0.44
692,-1859382257,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,2,0.48
693,-1859378837,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,0.5,0.48
694,-1859383532,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,1,0.42
631,-1859096836,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.04,1.5,0.44
653,-1859167924,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,0.5,0.38
696,-1859355826,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,2,0.47
698,-1859371181,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,1,0.45
699,-1859367073,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,1.5,0.48
700,-1859369996,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,2,0.48
637,-1859080005,0.1,0.1,0.5,0.1,6,0.7,0.4,1,0.1,0.5,0.4
659,-1859154824,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.01,1.5,0.58
702,-1859342357,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,1,0.44
704,-1859356492,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,2,0.4
705,-1859355009,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,0.5,0.58
706,-1859356774,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,1,0.43
643,-1859062492,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.01,1.5,0.46
665,-1859141277,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,0.5,0.43
708,-1859328027,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,2,0.47
710,-1859343641,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,1,0.42
711,-1859342418,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,1.5,0.48
712,-1859342836,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,2,0.42
649,-1859045098,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.07,0.5,0.48
671,-1859125757,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.1,1.5,0.4
714,-1859315606,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,1,0.38
716,-1859329372,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,2,0.46
717,-1859328166,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,0.5,0.42
718,-1859329396,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,1,0.34
655,-1859027568,0.1,0.1,0.5,0.1,6,0.7,0.7,0.1,0.1,1.5,0.36
677,-1859110232,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,0.5,0.45
720,-1859302705,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,2,0.43
722,-1859314854,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,1,0.46
723,-1859315525,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,1.5,0.51
724,-1859316845,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,2,0.5
661,-1859012684,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.04,0.5,0.43
683,-1859095254,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.07,1.5,0.43
726,-1859290298,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,1,0.46
728,-1859302250,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,2,0.49
729,-1859303931,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,0.5,0.36
730,-1859303457,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,1,0.5
667,-1858995269,0.1,0.1,0.5,0.1,6,0.7,0.7,0.4,0.07,1.5,0.52
689,-1859078842,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,0.5,0.44
732,-1859276142,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,2,0.45
734,-1859289925,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,1,0.37
735,-1859290416,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,1.5,0.48
736,-1859290403,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,2,0.27
673,-1858978386,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.01,0.5,0.62
695,-1859065204,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.04,1.5,0.52
738,-1859262392,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,1,0.66
740,-1859276068,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,2,0.56
741,-1859277017,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,0.5,0.41
742,-1859279224,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,1,0.41
679,-1858961686,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.04,1.5,0.5
701,-1859050744,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,0.5,0.33
744,-1859251023,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,2,0.45
746,-1859260236,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,1,0.25
747,-1859262848,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,1.5,0.4
748,-1859263718,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,2,0.37
685,-1858944607,0.1,0.1,0.5,0.1,6,0.7,0.7,0.7,0.1,0.5,0.46
707,-1859035163,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.01,1.5,0.48
750,-1859239216,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,1,0.42
752,-1859246762,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,2,0.48
753,-1859250212,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,0.5,0.6
754,-1859251071,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,1,0.43
691,-1858927335,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.01,1.5,0.45
713,-1859019137,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,0.5,0.35
756,-1859227651,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,2,0.53
758,-1859234389,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,1,0.5
759,-1859238909,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,1.5,0.51
760,-1859235614,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,2,0.39
697,-1858911532,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.07,0.5,0.35
719,-1859004292,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.1,1.5,0.47
762,-1859213487,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,1,0.34
764,-1859221581,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,2,0.38
765,-1859227416,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,0.5,0.39
766,-1859222895,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,1,0.34
703,-1858894630,0.1,0.1,0.5,0.1,6,0.7,0.7,1,0.1,1.5,0.42
725,-1858988537,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,0.5,0.38
768,-1859201671,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,2,0.44
770,-1859209762,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,1,0.51
771,-1859214173,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,1.5,0.47
772,-1859209213,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,2,0.5
709,-1858878611,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.04,0.5,0.47
731,-1858972376,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.07,1.5,0.44
774,-1859189543,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,1,0.43
776,-1859197734,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,2,0.46
777,-1859200541,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,0.5,0.45
778,-1859194931,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,1,0.47
715,-1858860930,0.1,0.1,0.5,0.1,6,0.7,1,0.1,0.07,1.5,0.49
737,-1858956182,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,0.5,0.54
780,-1859176685,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,2,0.42
782,-1859185458,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,1,0.48
783,-1859186445,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,1.5,0.52
784,-1859183171,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,2,0.45
721,-1858843608,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.01,0.5,0.43
743,-1858941540,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.04,1.5,0.47
786,-1859162448,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,1,0.51
788,-1859172064,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,2,0.47
789,-1859172149,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,0.5,0.52
790,-1859164960,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,1,0.48
727,-1858827218,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.04,1.5,0.51
749,-1858924094,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,0.5,0.36
792,-1859147239,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,2,0.53
794,-1859156903,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,1,0.43
795,-1859157069,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,1.5,0.47
796,-1859152915,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,2,0.52
733,-1858810070,0.1,0.1,0.5,0.1,6,0.7,1,0.4,0.1,0.5,0.41
755,-1858908845,0.1,0.1,0.5,0.1,6,0.7,1,1,0.01,1.5,0.47
798,-1859133964,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,1,0.35
800,-1859145121,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,2,0.42
801,-1859143827,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,0.5,0.51
802,-1859140832,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,1,0.46
739,-1858791583,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.01,1.5,0.37
761,-1858892960,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,0.5,0.37
804,-1859122768,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,2,0.49
806,-1859130821,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,1,0.47
807,-1859130225,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,1.5,0.47
808,-1859128763,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,2,0.47
745,-1858776658,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.07,0.5,0.36
767,-1858878294,0.1,0.1,0.5,0.1,6,0.7,1,1,0.1,1.5,0.49
810,-1859111016,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,1,0.45
812,-1859115760,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,2,0.56
813,-1859116006,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,0.5,0.45
814,-1859114928,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,1,0.45
751,-1858759612,0.1,0.1,0.5,0.1,6,0.7,1,0.7,0.1,1.5,0.46
773,-1858863786,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,0.5,0.41
816,-1859097497,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,2,0.43
818,-1859101689,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,1,0.47
819,-1859101782,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,1.5,0.47
820,-1859102801,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,2,0.47
757,-1858739693,0.1,0.1,0.5,0.1,6,0.7,1,1,0.04,0.5,0.41
779,-1858851137,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.07,1.5,0.35
822,-1859084146,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,1,0.33
824,-1859088921,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,2,0.47
825,-1859089197,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,0.5,0.42
826,-1859089135,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,1,0.43
763,-1858723749,0.1,0.1,0.5,0.1,6,0.7,1,1,0.07,1.5,0.37
785,-1858832978,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,0.5,0.45
828,-1859070706,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,2,0.54
830,-1859076662,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,1,0.45
831,-1859077809,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,1.5,0.49
832,-1859077617,0.1,0.1,0.5,0.1,6,1,0.1,1,0.1,2,0.49
769,-1858705212,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.01,0.5,0.43
791,-1858818196,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.04,1.5,0.47
834,-1859058093,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,1,0.45
836,-1859062467,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,2,0.48
837,-1859064227,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,0.5,0.49
838,-1859064429,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,1,0.46
775,-1858687206,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.04,1.5,0.52
797,-1858800002,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,0.5,0.42
840,-1859045398,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.04,2,0.51
842,-1859049403,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,1,0.44
843,-1859049774,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,1.5,0.49
844,-1859050554,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.07,2,0.43
781,-1858668302,0.1,0.1,0.5,0.1,6,1,0.1,0.1,0.1,0.5,0.32
803,-1858783522,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.01,1.5,0.48
846,-1859033644,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,1,0.39
848,-1859037448,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.1,2,0.45
849,-1859036730,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,0.5,0.37
850,-1859040852,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,1,0.43
787,-1858648925,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.01,1.5,0.46
809,-1858765998,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,0.5,0.42
852,-1859020984,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.01,2,0.46
854,-1859024086,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,1,0.47
855,-1859021839,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,1.5,0.52
856,-1859028060,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.04,2,0.49
793,-1858632463,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.07,0.5,0.34
815,-1858750727,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.1,1.5,0.46
858,-1859009633,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.07,1,0.46
860,-1859012142,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.07,2,0.44
861,-1859008404,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.1,0.5,0.4
862,-1859015044,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.1,1,0.49
799,-1858615738,0.1,0.1,0.5,0.1,6,1,0.1,0.4,0.1,1.5,0.45
821,-1858734872,0.1,0.1,0.5,0.1,6,1,0.1,1,0.04,0.5,0.47
864,-1858996703,0.1,0.1,0.5,0.1,6,1,0.4,0.4,0.1,2,0.46
866,-1859000558,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.01,1,0.46
867,-1858997319,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.01,1.5,0.45
868,-1859001844,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.01,2,0.47
805,-1858597974,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.04,0.5,0.42
827,-1858718849,0.1,0.1,0.5,0.1,6,1,0.1,1,0.07,1.5,0.53
870,-1858982031,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.04,1,0.52
872,-1858987881,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.04,2,0.46
873,-1858983949,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.07,0.5,0.43
874,-1858988237,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.07,1,0.46
811,-1858577271,0.1,0.1,0.5,0.1,6,1,0.1,0.7,0.07,1.5,0.48
833,-1858706060,0.1,0.1,0.5,0.1,6,1,0.4,0.1,0.01,0.5,0.45
876,-1858967852,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.07,2,0.44
878,-1858978131,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.1,1,0.46
879,-1858971597,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.1,1.5,0.43
880,-1858973573,0.1,0.1,0.5,0.1,6,1,0.4,0.7,0.1,2,0.44
817,-1858560994,0.1,0.1,0.5,0.1,6,1,0.1,1,0.01,0.5,0.64
